Point ID,Easting,Northing,Elevation,H. Precision,V. Precision,PDOP,Sats,Datetime,Timestamp
nor1-2138,245717.83,5182419.09,90.318,0.011,0.02,1.433,20.0,2023-07-25 15:17:15,1690298235
nor1-2139,245718.671,5182418.164,90.301,0.012,0.021,1.433,20.0,2023-07-25 15:17:16,1690298236
nor1-2140,245719.513,5182417.197,90.301,0.013,0.023,1.433,20.0,2023-07-25 15:17:17,1690298237
nor1-2141,245720.414,5182416.293,90.324,0.012,0.02,1.433,20.0,2023-07-25 15:17:18,1690298238
nor1-2142,245721.38,5182415.403,90.305,0.012,0.021,1.321,19.0,2023-07-25 15:17:19,1690298239
nor1-2143,245722.326,5182414.475,90.278,0.011,0.019,1.321,19.0,2023-07-25 15:17:20,1690298240
nor1-2144,245723.275,5182413.58,90.247,0.011,0.019,1.418,21.0,2023-07-25 15:17:21,1690298241
nor1-2145,245724.158,5182412.68,90.224,0.012,0.02,1.418,20.0,2023-07-25 15:17:22,1690298242
nor1-2146,245724.974,5182411.768,90.21,0.011,0.02,1.418,20.0,2023-07-25 15:17:23,1690298243
nor1-2147,245725.62,5182410.861,90.209,0.011,0.02,1.418,20.0,2023-07-25 15:17:24,1690298244
nor1-2148,245726.166,5182409.957,90.215,0.011,0.02,1.418,20.0,2023-07-25 15:17:25,1690298245
nor1-2149,245726.692,5182409.125,90.189,0.01,0.019,1.418,20.0,2023-07-25 15:17:26,1690298246
nor1-2150,245727.198,5182408.304,90.192,0.011,0.021,1.417,20.0,2023-07-25 15:17:27,1690298247
nor1-2151,245727.725,5182407.422,90.197,0.011,0.02,1.417,20.0,2023-07-25 15:17:28,1690298248
nor1-2152,245728.338,5182406.548,90.198,0.011,0.019,1.417,20.0,2023-07-25 15:17:29,1690298249
nor1-2153,245728.996,5182405.637,90.207,0.012,0.022,1.417,20.0,2023-07-25 15:17:30,1690298250
nor1-2154,245729.71,5182404.794,90.199,0.012,0.023,1.417,20.0,2023-07-25 15:17:31,1690298251
nor1-2155,245730.523,5182403.967,90.237,0.012,0.022,1.417,20.0,2023-07-25 15:17:32,1690298252
nor1-2156,245731.416,5182403.097,90.22,0.012,0.021,1.417,20.0,2023-07-25 15:17:33,1690298253
nor1-2157,245732.366,5182402.25,90.23,0.012,0.022,1.417,20.0,2023-07-25 15:17:34,1690298254
nor1-2158,245733.263,5182401.379,90.23,0.012,0.022,1.417,20.0,2023-07-25 15:17:35,1690298255
nor1-2159,245734.074,5182400.561,90.222,0.012,0.021,1.417,20.0,2023-07-25 15:17:36,1690298256
nor1-2160,245734.892,5182399.702,90.236,0.012,0.021,1.416,20.0,2023-07-25 15:17:37,1690298257
nor1-2161,245735.592,5182398.823,90.245,0.012,0.021,1.416,20.0,2023-07-25 15:17:38,1690298258
nor1-2162,245736.241,5182397.91,90.234,0.011,0.021,1.416,18.0,2023-07-25 15:17:39,1690298259
nor1-2163,245736.82,5182396.895,90.253,0.011,0.021,1.416,19.0,2023-07-25 15:17:40,1690298260
nor1-2164,245737.286,5182396.038,90.224,0.011,0.02,1.511,19.0,2023-07-25 15:17:41,1690298261
nor1-2165,245737.802,5182395.082,90.214,0.011,0.02,1.511,20.0,2023-07-25 15:17:42,1690298262
nor1-2166,245738.581,5182394.074,90.24,0.011,0.019,1.416,20.0,2023-07-25 15:17:43,1690298263
nor1-2167,245739.389,5182393.167,90.21,0.011,0.02,1.416,20.0,2023-07-25 15:17:44,1690298264
nor1-2168,245740.169,5182392.304,90.183,0.012,0.021,1.416,20.0,2023-07-25 15:17:45,1690298265
nor1-2169,245740.993,5182391.445,90.151,0.011,0.018,1.416,20.0,2023-07-25 15:17:46,1690298266
nor1-2170,245741.757,5182390.679,90.128,0.01,0.017,1.416,20.0,2023-07-25 15:17:47,1690298267
nor1-2171,245742.464,5182389.985,90.12,0.01,0.018,1.416,20.0,2023-07-25 15:17:48,1690298268
nor1-2172,245743.15,5182389.298,90.11,0.01,0.018,1.415,20.0,2023-07-25 15:17:49,1690298269
nor1-2173,245743.805,5182388.457,90.107,0.01,0.019,1.415,20.0,2023-07-25 15:17:50,1690298270
nor1-2174,245744.376,5182387.497,90.041,0.011,0.019,1.415,20.0,2023-07-25 15:17:51,1690298271
nor1-2175,245745.039,5182386.451,90.039,0.012,0.02,1.415,20.0,2023-07-25 15:17:52,1690298272
nor1-2176,245745.774,5182385.504,90.056,0.012,0.02,1.415,20.0,2023-07-25 15:17:53,1690298273
nor1-2177,245746.567,5182384.513,90.129,0.014,0.022,1.415,20.0,2023-07-25 15:17:54,1690298274
nor1-2178,245747.428,5182383.468,90.171,0.014,0.024,1.415,20.0,2023-07-25 15:17:55,1690298275
nor1-2179,245748.219,5182382.504,90.175,0.015,0.026,1.415,19.0,2023-07-25 15:17:56,1690298276
nor1-2180,245748.977,5182381.578,90.198,0.015,0.026,1.51,19.0,2023-07-25 15:17:57,1690298277
nor1-2181,245749.608,5182380.752,90.193,0.013,0.022,1.51,19.0,2023-07-25 15:17:58,1690298278
nor1-2182,245750.326,5182379.891,90.235,0.013,0.022,1.414,18.0,2023-07-25 15:17:59,1690298279
nor1-2183,245751.069,5182379.005,90.26,0.015,0.025,1.414,19.0,2023-07-25 15:18:00,1690298280
nor1-2184,245751.812,5182378.202,90.22,0.018,0.028,1.504,18.0,2023-07-25 15:18:01,1690298281
nor1-2185,245752.731,5182377.646,90.242,0.016,0.026,1.504,18.0,2023-07-25 15:18:02,1690298282
nor1-2186,245753.79,5182377.306,90.241,0.014,0.024,1.504,19.0,2023-07-25 15:18:03,1690298283
nor1-2187,245754.762,5182377.254,90.246,0.015,0.026,1.504,19.0,2023-07-25 15:18:04,1690298284
nor1-2188,245755.74,5182377.326,90.253,0.017,0.027,1.504,19.0,2023-07-25 15:18:05,1690298285
nor1-2189,245756.693,5182377.489,90.221,0.017,0.027,1.504,19.0,2023-07-25 15:18:06,1690298286
nor1-2190,245757.568,5182377.789,90.195,0.017,0.027,1.504,18.0,2023-07-25 15:18:07,1690298287
nor1-2191,245758.401,5182378.382,90.199,0.016,0.026,1.504,18.0,2023-07-25 15:18:08,1690298288
nor1-2192,245759.089,5182379.137,90.205,0.015,0.026,1.503,19.0,2023-07-25 15:18:09,1690298289
nor1-2193,245759.554,5182379.936,90.226,0.014,0.022,1.503,20.0,2023-07-25 15:18:10,1690298290
nor1-2194,245759.613,5182380.998,90.217,0.013,0.021,1.413,20.0,2023-07-25 15:18:11,1690298291
nor1-2195,245759.368,5182382.044,90.205,0.013,0.021,1.413,19.0,2023-07-25 15:18:12,1690298292
nor1-2196,245759.035,5182382.801,90.187,0.012,0.02,1.509,19.0,2023-07-25 15:18:13,1690298293
nor1-2197,245758.528,5182383.591,90.17,0.012,0.021,1.509,20.0,2023-07-25 15:18:14,1690298294
nor1-2198,245758.036,5182384.341,90.128,0.012,0.021,1.413,20.0,2023-07-25 15:18:15,1690298295
nor1-2199,245757.367,5182385.731,90.159,0.012,0.021,1.413,20.0,2023-07-25 15:18:16,1690298296
nor1-2200,245756.715,5182386.889,90.1,0.015,0.025,1.413,20.0,2023-07-25 15:18:17,1690298297
nor1-2201,245756.007,5182388.133,90.032,0.012,0.02,1.413,21.0,2023-07-25 15:18:18,1690298298
nor1-2202,245755.477,5182389.178,89.978,0.015,0.026,1.325,21.0,2023-07-25 15:18:19,1690298299
nor1-2203,245754.891,5182390.435,89.954,0.012,0.021,1.325,21.0,2023-07-25 15:18:20,1690298300
nor1-2204,245754.425,5182391.452,89.901,0.012,0.021,1.325,21.0,2023-07-25 15:18:21,1690298301
nor1-2205,245753.859,5182392.476,89.919,0.013,0.021,1.325,21.0,2023-07-25 15:18:22,1690298302
nor1-2206,245753.344,5182393.478,89.943,0.012,0.02,1.325,21.0,2023-07-25 15:18:23,1690298303
nor1-2207,245752.888,5182394.373,89.927,0.012,0.019,1.325,20.0,2023-07-25 15:18:24,1690298304
nor1-2208,245752.334,5182395.387,89.951,0.013,0.021,1.325,20.0,2023-07-25 15:18:25,1690298305
nor1-2209,245751.731,5182396.421,89.936,0.013,0.021,1.325,21.0,2023-07-25 15:18:26,1690298306
nor1-2210,245751.077,5182397.626,89.967,0.012,0.02,1.325,21.0,2023-07-25 15:18:27,1690298307
nor1-2211,245750.473,5182398.759,90.028,0.013,0.021,1.325,21.0,2023-07-25 15:18:28,1690298308
nor1-2212,245749.841,5182399.872,90.052,0.012,0.021,1.325,21.0,2023-07-25 15:18:29,1690298309
nor1-2213,245749.256,5182400.887,90.042,0.011,0.019,1.325,20.0,2023-07-25 15:18:30,1690298310
nor1-2214,245748.651,5182401.913,90.091,0.01,0.018,1.375,19.0,2023-07-25 15:18:31,1690298311
nor1-2215,245747.959,5182403.057,90.156,0.011,0.019,1.375,19.0,2023-07-25 15:18:32,1690298312
nor1-2216,245747.336,5182404.182,90.152,0.011,0.019,1.543,19.0,2023-07-25 15:18:33,1690298313
nor1-2217,245746.694,5182405.26,90.164,0.011,0.019,1.543,19.0,2023-07-25 15:18:34,1690298314
nor1-2218,245746.014,5182406.386,90.172,0.012,0.021,1.543,19.0,2023-07-25 15:18:35,1690298315
nor1-2219,245745.392,5182407.432,90.173,0.012,0.021,1.543,19.0,2023-07-25 15:18:36,1690298316
nor1-2220,245744.586,5182408.625,90.168,0.012,0.021,1.543,19.0,2023-07-25 15:18:37,1690298317
nor1-2221,245743.868,5182409.697,90.184,0.012,0.022,1.543,20.0,2023-07-25 15:18:38,1690298318
nor1-2222,245743.128,5182410.728,90.189,0.012,0.021,1.411,19.0,2023-07-25 15:18:39,1690298319
nor1-2223,245742.433,5182411.653,90.182,0.011,0.02,1.411,19.0,2023-07-25 15:18:40,1690298320
nor1-2224,245741.736,5182412.574,90.191,0.011,0.019,1.542,19.0,2023-07-25 15:18:41,1690298321
nor1-2225,245741.064,5182413.506,90.201,0.011,0.019,1.542,18.0,2023-07-25 15:18:42,1690298322
nor1-2226,245740.398,5182414.416,90.224,0.01,0.019,1.659,18.0,2023-07-25 15:18:43,1690298323
nor1-2227,245739.768,5182415.297,90.232,0.011,0.019,1.659,19.0,2023-07-25 15:18:44,1690298324
nor1-2228,245739.193,5182416.124,90.25,0.01,0.019,1.658,18.0,2023-07-25 15:18:45,1690298325
nor1-2229,245738.593,5182416.963,90.296,0.01,0.018,1.658,18.0,2023-07-25 15:18:46,1690298326
nor1-2230,245737.947,5182417.829,90.313,0.01,0.018,1.658,18.0,2023-07-25 15:18:47,1690298327
nor1-2231,245737.273,5182418.73,90.315,0.01,0.018,1.658,18.0,2023-07-25 15:18:48,1690298328
nor1-2232,245736.635,5182419.603,90.344,0.01,0.019,1.658,18.0,2023-07-25 15:18:49,1690298329
nor1-2233,245735.995,5182420.475,90.355,0.01,0.019,1.658,19.0,2023-07-25 15:18:50,1690298330
nor1-2234,245735.321,5182421.336,90.361,0.013,0.022,1.658,18.0,2023-07-25 15:18:51,1690298331
nor1-2235,245734.473,5182422.249,90.393,0.013,0.023,1.658,18.0,2023-07-25 15:18:52,1690298332
nor1-2236,245733.838,5182422.996,90.358,0.011,0.02,1.54,19.0,2023-07-25 15:18:53,1690298333
nor1-2237,245732.943,5182423.925,90.414,0.012,0.02,1.54,19.0,2023-07-25 15:18:54,1690298334
nor1-2238,245732.046,5182424.786,90.423,0.011,0.02,1.41,19.0,2023-07-25 15:18:55,1690298335
nor1-2239,245731.164,5182425.642,90.432,0.011,0.019,1.41,19.0,2023-07-25 15:18:56,1690298336
nor1-2240,245730.285,5182426.52,90.424,0.01,0.017,1.54,19.0,2023-07-25 15:18:57,1690298337
nor1-2241,245729.448,5182427.372,90.408,0.01,0.018,1.54,19.0,2023-07-25 15:18:58,1690298338
nor1-2242,245728.67,5182428.176,90.396,0.01,0.018,1.54,19.0,2023-07-25 15:18:59,1690298339
nor1-2243,245727.832,5182429.026,90.408,0.012,0.021,1.54,19.0,2023-07-25 15:19:00,1690298340
nor1-2244,245727.056,5182429.839,90.394,0.01,0.018,1.539,19.0,2023-07-25 15:19:01,1690298341
nor1-2245,245726.303,5182430.661,90.379,0.01,0.018,1.539,19.0,2023-07-25 15:19:02,1690298342
nor1-2246,245725.545,5182431.495,90.379,0.01,0.018,1.539,19.0,2023-07-25 15:19:03,1690298343
nor1-2247,245724.852,5182432.335,90.38,0.01,0.018,1.539,19.0,2023-07-25 15:19:04,1690298344
